size,catfriendly,easytraining,watchdog,grooming,coldtolerant,temperament,breed,pictureurl,care,energy,playfulness,dogfriendly,strangerfriendly,protection,heattolerant,exercise,affection,index,infourl
m,3,4,5,2,3,"The svelte Pharaoh Hound is more than a gracious addition to the home (though he surely is that) he is a keen hunter and an exuberant chaser. Although he is calm indoors, he loves to run. He is sensitive, loving, gentle and good with children and other dogs. He tends to be reserved with strangers; some pharaoh hounds are even timid. He is independent but willing to please. The breed has the unique characteristic of ""blushing"" when excited, with the nose and ears turning a rosy color.",Pharaoh Hound,https://www.petfinder.com/images/breeds/dog/1360.jpg,"The Pharaoh Hound relishes the opportunity to stretch his legs in a safe area, although he can manage with long daily walks on leash and occasional sprints. He needs soft bedding and warmth and generally should not be expected to sleep outside. His coat is low maintenance, requiring only occasional brushing to remove dead hair.",4,4,5,3,2,4,5,4,112,https://www.petfinder.com/dog-breeds/Pharaoh-Hound
l,4,2,6,3,4,"The Shar-Pei is self-assured, serious, independent, stubborn and very much self-possessed. Although not particularly demonstrative, he is devoted and very protective of his family. He can be reserved, even suspicious, toward strangers. The Shar-Pei may chase livestock and other animals, although he is generally good with other family pets. The Shar-Pei needs daily mental and physical stimulation, but his needs can be met with lively games throughout the day or a good long walk. He is not generally amenable to exclusive outdoor living, but can divide his time between house and yard. The coat needs only weekly brushing, but wrinkles need regular attention to ensure that no irritations develop within the skin folds.",Chinese Shar-Pei,https://www.petfinder.com/images/breeds/dog/1470.jpg,"The name Shar-Pei means sandy coat, referring to the gritty sandpaper texture of the coat. When rubbed backward, the prickly coat can be uncomfortable, and even cause welts on the skin of an occasional sensitive person.",4,2,2,2,5,3,4,2,48,https://www.petfinder.com/dog-breeds/Chinese-Shar-Pei
l,4,2,4,4,6,"This is an active dog, bred to run tirelessly for miles. He needs ample daily exercise, either in the form of a long jog or a long run off leash in a safe area. He also loves to pull and enjoys cold weather. His coat needs brushing one or two times a week, daily during periods of heaviest shedding.",Siberian Husky,https://www.petfinder.com/images/breeds/dog/2520.jpg,"Fun-loving, adventurous, alert, independent, clever, stubborn, mischievous and obstinate, all describe the Siberian husky. This breed loves to run and will roam if given the chance. He is generally good with other household dogs. In fact, he is a very social dog that must have human or canine companionship. He may chase strange cats or livestock. Some howl, dig and chew.",4,5,4,6,2,2,5,5,133,https://www.petfinder.com/dog-breeds/Siberian-Husky
l,5,6,6,6,4,"All Poodles need a lot of interaction with people. They also need mental and physical exercise. A brief but challenging obedience or play session, combined with a walk, should be part of every Poodle's day. Standard Poodles will need more exercise and may especially enjoy swimming. No Poodle should live outdoors. The show Poodle should preferably be brushed every day or weekly for shorter coats. Poodle hair, when shed, does not fall out but becomes caught in the surrounding hair, which can cause matting if not removed. The pet clips are easier to maintain and can be done every four to six weeks.",Poodle (Standard),https://www.petfinder.com/images/breeds/dog/1560.jpg,"Among the very smartest and most obedient of dogs, the standard Poodle combines playful exuberance with a zest for life's adventures. He retains his hunting heritage and loves to run, swim and retrieve. He gets along well with everyone, although he can be somewhat reserved with strangers. He is excellent with children.",4,5,4,4,5,4,5,4,116,https://www.petfinder.com/dog-breeds/Poodle-(Standard)
l,6,3,6,4,6,"Gentle and playful, the Samoyed makes a good companion for a child or person of any age. She is a closely bonded family dog. She is amiable with strangers, other pets and usually, other dogs. She is calm indoors, but this clever, sometimes mischievous breed needs daily physical and mental exercise. If allowed to become bored, she may dig and bark. She is independent and often stubborn, but is willing to please and is responsive to her family's wishes. She may tend to herd children.",Samoyed,https://www.petfinder.com/images/breeds/dog/2510.jpg,"The Samoyed is active and needs a good workout every day, either in the form of a long walk or jog or a vigorous play session. She prefers to live indoors with her human family. Her thick coat needs brushing and combing two to three times a week, daily when shedding.",4,5,4,5,2,2,4,5,125,https://www.petfinder.com/dog-breeds/Samoyed
l,5,4,5,2,3,"The vizsla needs a lot of strenuous exercise every day. This is an active breed that cannot be expected to meet his energy requirements with a short walk or within a small yard. He needs to be jogged or allowed to run in a large enclosed area. Otherwise, his needs are minimal. His coat requires little care except an occasional brushing to remove dead hair. He needs a soft bed.",Vizsla,https://www.petfinder.com/images/breeds/dog/1820.jpg,"Bred to be a close-working gun dog, the vizsla has the energy to range all day. He is a true hunter at heart, a talented pointer and always on the lookout for bird scent. He can become frustrated and destructive if not given adequate exercise. Most can be stubborn, some can be timid and others can be overly excitable. He is gentle, affectionate and sensitive, and can be protective. The vizsla makes a good companion for an active family who spends a lot of time outdoors.",4,5,4,6,2,4,4,6,144,https://www.petfinder.com/dog-breeds/Vizsla
l,4,2,6,3,6,"This is an alert breed that needs regular, but not strenuous, outdoor activity. He does not do well in hot humid weather. His needs are best met with casual morning or evening walks in warm weather or several short play sessions throughout the day. The smooth type needs brushing once weekly; the rough type needs brushing every other day, and daily when shedding.",Chow Chow,https://www.petfinder.com/images/breeds/dog/1480.jpg,"Dignified, even lordly, the chow chow conducts himself with reserve. He is not very demonstrative, even with his family, and can be somewhat suspicious of strangers. He is independent and stubborn and is generally good with other household pets. The Chow Chow is serious and protective, devoted to his family.",2,2,2,2,5,2,3,3,49,https://www.petfinder.com/dog-breeds/Chow-Chow
l,4,4,6,4,4,"The German wirehaired pointer is both a rugged bird dog and amiable companion. He has the energy to hunt for hours, so he must be given a daily outlet lest he becomes destructive. He is a responsive breed, although he tends to be stubborn. He retains a guarding instinct, so he is often aloof, even protective, toward strangers as well as strange dogs. He is generally good, if sometimes overly boisterous, with children. He is ideal for the outdoor-oriented person wanting a tireless, intelligent partner.",German Wirehaired Pointer,https://www.petfinder.com/images/breeds/dog/1730.jpg,"Exercise is a daily requirement for this energetic hunter. At least an hour a day of exertion is recommended. As a breed that thrives on human companionship, he does best as a house dog with access to the outdoors. Like most harsh coats, some minimal hand-stripping may occasionally be needed to maintain a sleek outline; otherwise, brushing about once a week will suffice.",6,5,3,3,5,4,6,4,69,https://www.petfinder.com/dog-breeds/German-Wirehaired-Pointer
s,6,4,5,4,2,"The crested enjoys a romp outside, but she hates the cold. She is small enough that she can get sufficient exercise with vigorous inside games. Hairless varieties will need a sweater for cold-weather outings. This is not a breed for outdoor living. Chinese crested dogs are gifted jumpers and some climb. Coat care for the powder-puff variety entails brushing every day or two. The muzzle is usually shaved every two weeks in puffs. The hairless needs regular skin care, such as the application of moisturizer or sunblock, and bathing to combat blackheads.",Chinese Crested Dog,https://www.petfinder.com/images/breeds/dog/2170.jpg,"The Chinese crested is a combination of playful pixie, gentle lap dog and sensitive companion. She is devoted to her family and willing to please; she is also good with other dogs, pets and strangers. Her demeanor should be gay and alert.",4,5,4,6,2,5,2,5,47,https://www.petfinder.com/dog-breeds/Chinese-Crested-Dog
m,5,3,2,3,2,"The Bulldog appreciates a daily outing but cannot tolerate hot humid weather and should not be expected to jog or walk great distances, or to jump from any heights. Most Bulldogs cannot swim. Most Bulldogs wheeze and snore, and some drool. Coat care is minimal, but facial wrinkles (and any folds around the tail) should be cleaned daily.",Bulldog,https://www.petfinder.com/images/breeds/dog/1460.jpg,"Despite his sourmug the Bulldog is jovial, comical and amiable, among the most docile and mellow of dogs. He is willing to please, although he retains a stubborn streak. The bulldog is very good with children. Most are moderately friendly toward strangers. The breed is quite good with other pets.",2,5,2,5,3,2,2,6,39,https://www.petfinder.com/dog-breeds/Bulldog
m,6,6,5,5,4,"As an energetic and inquisitive dog, the springer needs daily mental and physical exertion. An outing in the field, long walk on leash and good obedience lesson can go far to making the springer a calm and well-behaved house dog. This breed does best if allowed to live in the house with access to a yard. His coat needs brushing or combing one or two times weekly plus clipping and scissoring every three months. Springers from field, rather than show, lines tend to have less coat.",English Springer Spaniel,https://www.petfinder.com/images/breeds/dog/1690.jpg,"The English springer spaniel is cheerful, playful and energetic, ready for a day in the field and an evening by the hearth. He does everything with gusto and can be overly enthusiastic unless given plenty of exercise. The typical springer is the ideal family companion.",5,5,4,5,3,4,5,6,61,https://www.petfinder.com/dog-breeds/English-Springer-Spaniel
m,4,3,5,2,3,"The graceful Ibizan Hound retains great hunting instinct, using his acute senses of hearing and smell to locate small animals, and relishing the opportunity to chase anything that moves. Unlike most Sighthounds, he barks when chasing. He is gentle, mild-mannered, even-tempered and loyal, and makes a quiet, trustworthy house pet.",Ibizan Hound,https://www.petfinder.com/images/breeds/dog/1310.jpg,"As an independent and athletic dog, the Ibizan Hound needs daily exercise in a safe area. Ideal exercise allows the dog to stretch out at full speed, but his needs can also be met with long walks or jogs on leash, combined with an occasional chance to run full out. The Ibizan is not kept as an outside dog and he is a skilled jumper, which should be taken into consideration when designing an enclosure. The smooth coat requires only occasional brushing, whereas the wire coat requires weekly brushing as well as occasional hand-plucking of dead hairs.",4,4,5,4,2,4,4,3,79,https://www.petfinder.com/dog-breeds/Ibizan-Hound
l,4,3,6,2,4,"The Harrier is somewhat more playful and outgoing than the foxhound, but not as much as the beagle. He is amiable, tolerant and good with children. His first love is for the hunt, and he loves to sniff and trail. He needs daily exercise in a safe area. He tends to bay.",Harrier,https://www.petfinder.com/images/breeds/dog/1300.jpg,"The Harrier needs daily exercise, but his needs can be met with a long walk or jog and a vigorous game in the yard. The coat is easily cared for, needing only occasional brushing to remove dead hair.",5,4,6,3,2,4,5,4,77,https://www.petfinder.com/dog-breeds/Harrier
l,4,4,6,4,4,"The wirehaired pointing griffon is a skilled field dog, pointing and retrieving with a deliberate style, generally staying within the hunter's gun range. He combines independent action with the ability to be directed by the hunter. He is an equally adept family pet, absolutely devoted, willing to please, amiable and often comical. He is generally friendly toward strangers, other dogs and pets.",Wirehaired Pointing Griffon,https://www.petfinder.com/images/breeds/dog/1850.jpg,"The wirehaired pointing griffon needs daily exertion, either in the form of jogging, games or a run in the field. He particularly enjoys swimming. He does best when allowed to be both an indoor and outdoor dog. His harsh coat needs combing or brushing once or twice a week, plus hand-stripping to remove dead hair twice a year. His ears need regular cleaning and plucking of hair within the canal in order to avoid ear problems.",5,4,4,4,4,3,5,4,151,https://www.petfinder.com/dog-breeds/Wirehaired-Pointing-Griffon
l,4,6,6,4,4,"This breed needs a good workout every day, preferably combining both physical and mental challenges. Even though he is physically able to live outside in temperate climates, he is a breed for which human contact is so vital that he is emotionally unsuited for a life in the yard. His coat needs brushing or combing one to two times weekly.",Australian Shepherd,https://www.petfinder.com/images/breeds/dog/1020.jpg,"The Australian Shepherd has a great deal of stamina and is loving, bold, alert, confident, independent, smart and responsive. If he doesn't get a chance to exercise and challenge his strongly developed mental and physical activities, he is apt to become frustrated and difficult to live with. With proper exercise and training, he is a loyal, utterly devoted and obedient companion. It is reserved with strangers and has a protective nature. It may try to herd children and small animals by nipping.",5,6,4,3,5,4,6,5,15,https://www.petfinder.com/dog-breeds/Australian-Shepherd
l,3,2,6,4,6,"The Norwegian Elkhound combines traits of hounds and Spitz-like dogs, resulting in a breed that is bold, playful, independent, alert, boisterous and, unlike most hounds, even protective. This is a dog ready for adventure! He needs daily exercise, lest he become frustrated or even destructive. He is friendly with strangers. He may bark a lot.",Norwegian Elkhound,https://www.petfinder.com/images/breeds/dog/1330.jpg,"The Elkhound was developed to hunt all day under grueling conditions. He needs daily exertion in order to feel satisfied. This can be in the form of a good jog, very long walk or invigorating play session. He is happiest living with his family. His double coat needs brushing twice a week and daily during main shedding season when he sheds a lot.",5,5,3,4,5,2,4,4,104,https://www.petfinder.com/dog-breeds/Norwegian-Elkhound
l,4,2,6,2,4,"Exuberant, comical, playful, assertive and very mischievous describes the bull terrier. He is an imaginative breed that often sees things his own way and is stubborn to the end. He needs daily physical and mental exercise lest he exercise his powerful jaws on your home. For all his tough bravado, this is an extremely sweet-natured, affectionate and devoted breed.",Bull Terrier,https://www.petfinder.com/images/breeds/dog/1910.jpg,"The bull terrier needs to be entertained, either with a good exercise session or mental stimulation every day, preferably both. This is an active breed that enjoys a good run, but he is best to run only in a safe area. He should not stay outdoors, but he should live primarily as a house dog with access to a yard. Coat care is minimal.",5,6,2,4,5,4,4,4,38,https://www.petfinder.com/dog-breeds/Bull-Terrier
l,4,4,5,4,4,"The Irish water spaniel goes at everything in life with gusto and enthusiasm. He loves to swim, run, hunt and play and needs a lot of exercise. A clown at heart, he can be stubborn and independent, so he needs to be trained with patience, firmness and a sense of humor. He is generally good with children, though some can be timid.",Irish Water Spaniel,https://www.petfinder.com/images/breeds/dog/1770.jpg,"This active, athletic, inquisitive breed needs lots of mental and physical exertion to keep him from becoming frustrated or bored. An hour of free running or strenuous playing a day is necessary to satisfy his needs. Obedience work can also be helpful in giving him the mental challenges he enjoys. The curly coat needs brushing and combing two to three times a week, plus scissoring every few months. Like all dogs, he loses his coat periodically; however, the hairs tend to become trapped in the other hairs rather than fall off. If not combed out, they will form mats and cords.",4,6,4,3,4,4,4,4,82,https://www.petfinder.com/dog-breeds/Irish-Water-Spaniel
l,3,4,6,2,4,"The German shorthaired pointer's idea of heaven is a day hunting in the field and an evening curled up by his family's side. This is an active dog that can become frustrated and ""creative"" if not given ample daily exercise, both mental and physical. He is a devoted family pet, although at times he is overly boisterous for small children. Because part of his heritage includes hunting mammals, some may not be good with small pets. He is a sensitive breed, responsive to gentle training. Some can whine or bark a lot.",German Shorthaired Pointer,https://www.petfinder.com/images/breeds/dog/1720.jpg,"Bred to be an active hunting companion, this breed has a good deal of energy and requires a good deal of exercise. He thrives on mental and physical stimulation and can get both by hunting, hiking or playing with his people for a long period, at least an hour, every day. They like water and will swim if given the chance. This is a companionable breed that does best when allowed to live in the house with access to a yard. His grooming needs are minimal, consisting only of occasional brushing to remove dead hair.",5,5,4,4,4,4,6,5,68,https://www.petfinder.com/dog-breeds/German-Shorthaired-Pointer
l,4,3,5,2,4,"Traditionally a pack hound, the English Foxhound nonetheless makes a stately house dog, as long as he has human or canine companionship. He gets along well with horses, dogs, children and other pets. He is an avid sniffer and trailer, however, and needs daily exercise in a safe area. He is a tolerant, amiable and gentle dog, even though he is not very demonstrative. He bays.",English Foxhound,https://www.petfinder.com/images/breeds/dog/1280.jpg,"The Foxhound is an easygoing dog that nonetheless needs plenty of exercise. He is bred to run for miles, and can make a good jogging companion on leash or a hiking companion in a safe area. The coat needs only occasional brushing to remove dead hair.",5,4,6,5,2,4,5,4,59,https://www.petfinder.com/dog-breeds/English-Foxhound-
l,4,2,5,2,4,"Not the prototypical house dog, the Black and Tan Coonhound, nonetheless, makes an exemplary pet. He is mellow, amiable, calm and unobtrusive indoors. Outdoors, his strong hunting instincts take over, and he can be difficult, if not impossible, to turn from a track after he starts trailing. As befitting a dog with his heritage, the black and tan is strong, independent and stubborn. He is gentle and tolerant with children and can be reserved with strangers. He may bay and howl.",Black and Tan Coonhound,https://www.petfinder.com/images/breeds/dog/1230.jpg,"The Black and Tan is a dog that can run for miles, although he is usually content with a moderate jog or long walk, with an occasional excursion into the field. He can wander if he catches a scent, so a safe area is mandatory. His coat needs only occasional brushing. Most Coonhounds drool to some extent, and the face may need regular wiping. The ears should also be checked regularly.",3,4,4,3,4,4,5,4,27,https://www.petfinder.com/dog-breeds/Black-and-Tan-Coonhound
l,5,4,5,2,4,"The pointer is a true wide-ranging hunter, which means that he not only is an excellent bird dog but also has the stamina to run for hours. Consequently, he needs lots of exercise or he can become frustrated and destructive. Because he is ever on the lookout for birds, he is easily distracted from everyday matters, but he is nearly impossible to distract once on point. He is gentle and sweet but also can be energetic and boisterous at times. Like many sporting breeds, he can be found in field or show types; the field type is generally smaller and perhaps more active.",Pointer,https://www.petfinder.com/images/breeds/dog/1790.jpg,"The pointer needs exercise, and lots of it. He needs at least an hour of exertion every day. He enjoys running and searching the wilds on long jaunts afield. At home he needs space to exercise outdoors and should not be expected to sit inside all day. The pointer needs canine or human companionship and does far better when allowed to spend time with his family. He requires only an occasional brushing to remove dead hair.",5,5,5,4,4,4,5,5,113,https://www.petfinder.com/dog-breeds/Pointer
l,5,4,5,4,4,"The Gordon setter is a capable, close-working bird dog. He can run and hunt all day, and this kind of energy needs a regular outlet or the dog is apt to become frustrated. Gordons make lively, enthusiastic companions and need the company of lively people. Somewhat more protective than the other setters, they can be reserved toward strangers. The Gordon has earned his reputation as a devoted family dog.",Gordon Setter,https://www.petfinder.com/images/breeds/dog/1750.jpg,"The Gordon needs much strenuous exercise every day in order to stay in shape. He must be able to spend ample time with people and does best dividing his time between inside and outside. His coat needs regular brushing and combing every two to three days. In addition, some clipping and trimming is needed for optimal good looks.",5,4,3,3,4,4,5,5,72,https://www.petfinder.com/dog-breeds/Gordon-Setter
l,2,2,6,2,4,"Typically docile and playful with his family, the American Staffordshire terrier is also generally friendly toward strangers as long as his people are present. He is generally very good with children. He can be stubborn, tenacious and fearless. For all of his tough persona, the most important thing in life to this breed is his family's fond attention.",American Staffordshire Terrier,https://www.petfinder.com/images/breeds/dog/1870.jpg,"The Staff needs a daily outlet for his energy, preferably in the form of a long walk on leash or a vigorous game in the yard. This breed is best suited temperamentally to sharing his family's home. Coat care is minimal.",4,4,2,4,6,4,4,4,11,https://www.petfinder.com/dog-breeds/American-Staffordshire-Terrier
s,4,3,6,2,2,"The saucy Chihuahua has earned her place as a favored toy dog because of her intense devotion to a single person. She is reserved with strangers but good with other household dogs and pets. Some try to be protective, but they are not very effective. Some may be quite bold; others may be timid. She is often temperamental. Some bark.",Chihuahua,https://www.petfinder.com/images/breeds/dog/2160.jpg,The Chihuahua is a lively dog that nonetheless can get her exercise running from room to room indoors. She enjoys exploring the yard or going for short walks on a leash and especially enjoys accompanying her family on outings. The Chihuahua is not an outdoor dog; she hates the cold and seeks out warmth. Coat care for the smooth is minimal. Care of the long coat entails brushing two to three times a week.,6,3,2,2,2,5,2,3,46,https://www.petfinder.com/dog-breeds/Chihuahua
s,5,5,6,4,5,"The American Eskimo is bright, eager to please, lively and fun-loving, in short, an enjoyable and generally obedient companion. True to his Spitz heritage, he is independent and tenacious and loves to run, especially in cold weather. But he is among the most biddable of Spitz breeds, and is calm and well-mannered inside. He is good with children, other dogs, and pets and is generally outgoing to everyone.",American Eskimo Dog (Toy),https://www.petfinder.com/images/breeds/dog/1430.jpg,"The Eskie is energetic and needs a good workout every day. The extent of the workout depends on the size of the dog, with the larger Eskies needing a good jog or long walk and the smaller ones needing only a vigorous game in the yard or short walk. This breed is so attuned to his family that he does better indoors. The double coat needs brushing and combing twice weekly, more often when shedding.",4,5,4,4,2,2,4,4,9,https://www.petfinder.com/dog-breeds/American-Eskimo-Dog-(Toy)
l,4,3,5,5,4,"The Afghan needs daily exertion, either in the form of a long walk followed by a short sprint, or preferably, a chance to run full speed in a safe, enclosed area. Although his coat might make him amenable to outdoor living in temperate areas, he needs a soft bed and is better suited as a house dog. The coat requires some commitment, especially when shedding the puppy coat; most adult coats need brushing or combing every two to three days.",Afghan Hound,https://www.petfinder.com/images/breeds/dog/1180.jpg,"Despite his glamorous reputation, the Afghan hound is a hunter at heart, bred to chase down game over rugged terrain. While he maintains his regal bearings inside, he needs a daily chance to stretch his legs in a safe area. His worst trait is a reluctance to come when called. He will chase small animals outside; inside, he will coexist peacefully. The Afghan Hound is gentle with children and described by some as 'catlike'. He is independent yet sensitive and not overly demonstrative. He can be reserved with strangers; some can be timid. He has a gay, clownish side.",3,4,4,2,2,4,4,2,2,https://www.petfinder.com/dog-breeds/Afghan-Hound
l,4,6,6,2,4,"Intense best describes the Belgian Malinois. This is a high-energy breed with a need for regular mental and physical stimulation. He is alert, smart and serious, an ideal watchdog and guard dog. He can be aloof with strangers and some can be domineering. When confined, he often runs in sweeping circles in an effort to stay on the move. The Malinois is protective of his home and family.",Belgian Malinois,https://www.petfinder.com/images/breeds/dog/1040.jpg,"The Malinois is a high-energy dog that needs a lot of exercise. His needs cannot be met with a leisurely walk on leash, and instead needs a good jog or a vigorous play session. He especially enjoys herding. The Malinois needs weekly brushing, more when shedding.",5,5,4,2,6,4,6,2,22,https://www.petfinder.com/dog-breeds/Belgian-Malinois
l,4,6,6,4,4,"Ever watchful and on the move, the Belgian Sheepdog glides in large circles. He is playful, alert, watchful and protective, a tough, independent and intense dog. He can be aloof with strangers and some can be domineering. This breed is intelligent and biddable, but independent. He is protective of his home and family.",Belgian Sheepdog,https://www.petfinder.com/images/breeds/dog/1050.jpg,"The Belgian Sheepdog needs a good deal of exercise, either a good long jog or a long, strenuous play session. He needs room to move during the day and does best with access to a yard. His double coat needs brushing and combing twice weekly, more when shedding.",5,5,4,2,6,4,6,2,23,https://www.petfinder.com/dog-breeds/Belgian-Sheepdog
l,4,6,6,4,4,"Alert, watchful and energetic, the Tervuren is an active and dependable companion that functions best when given daily mental and physical exercise. He enjoys playing and running outside, and can be a well-mannered companion inside as long as he is given sufficient exercise. He is smart and obedient, but independent. He can be aloof with strangers. He may nip at the heels of children in an attempt to herd them.",Belgian Tervuren,https://www.petfinder.com/images/breeds/dog/1060.jpg,"The Tervuren needs strenuous activity, either a long walk or jog or an invigorating play or work session every day. He especially enjoys herding. His double coat needs brushing and combing twice weekly, more often when shedding.",5,5,4,2,6,4,6,2,24,https://www.petfinder.com/dog-breeds/Belgian-Tervuren
l,5,4,5,4,4,"Bred to cover a lot of area when hunting, the English setter is a lively dog that loves to hunt and run. This is especially true of dogs from field lines. If not given sufficient exercise, they can be overly lively inside. With daily exertion, however, they are calm and tractable house dogs. Those from conformation lines are particularly laid-back and gentle and excel with children and less active adults. This is an amiable, easygoing breed that gets along well with children, strangers and other dogs.",English Setter,https://www.petfinder.com/images/breeds/dog/1680.jpg,"The English setter needs a lot of exercise every day, requiring at least an hour of hard exertion. He does best when he can live inside and play outside. The long coat needs regular brushing every two or three days. The white coat may be difficult to keep gleaming in some areas. Some clipping and trimming every month or two is advisable for optimal good looks.",5,4,4,6,3,4,5,5,60,https://www.petfinder.com/dog-breeds/English-Setter
l,5,6,5,3,4,"The flat-coated retriever is a sweet, exuberant, lively dog that loves to play and retrieve. She is on the go outdoors, but quiet indoors. This breed is among the most devoted and companionable of dogs, a true family dog. She needs regular exercise to be on her best behavior, however. She is a sensitive breed and very responsive to training. Her hallmark is her wagging tail.",Flat-Coated Retriever,https://www.petfinder.com/images/breeds/dog/1710.jpg,"This active dog needs daily exercise and fun, and especially enjoys the chance to hunt or swim. This is a family-oriented dog that does best when allowed to live inside and play outside. Her coat needs only weekly brushing and little, if any, minor trimming occasionally.",4,5,4,5,3,4,4,6,65,https://www.petfinder.com/dog-breeds/Flat-Coated-Retriever
l,5,4,5,2,5,"The curly-coated retriever is an eager and tireless land and, especially, water retriever outdoors, but a calm companion indoors. She is sensitive and gentle, very good with children, and responsive to commands. One of the most courageous of the retrievers, she is nonetheless quite sensitive. She makes an ideal partner for an active, outdoor-oriented person who also wants a loyal family companion.",Curly-Coated Retriever,https://www.petfinder.com/images/breeds/dog/1660.jpg,"The curly is an easy dog to maintain, requiring no unusual care. She needs daily exercise, preferably involving swimming and retrieving. She does best as an indoor, outdoor dog. Because brushing diminishes the tight curls, she should be combed only occasionally, preferably before getting wet. Some very minimal scissoring may be desirable to tidy up scraggly hairs. She does need regular brushing during her shedding seasons.",4,4,4,3,3,4,4,4,52,https://www.petfinder.com/dog-breeds/Curly-Coated-Retriever
l,5,4,6,2,4,"A good walk or jog on leash or a fun play session is needed every day. The collie is such a family-oriented dog that he is far happier indoors. The coat of the smooth variety needs minimal care; the coat of the rough variety needs brushing or combing every other day, more when shedding.",Collie,https://www.petfinder.com/images/breeds/dog/1110.jpg,"The Collie is gentle and devoted, a mild-mannered friend to all. He is a dog with a working heritage, and needs daily mental and physical exercise or he can become frustrated. He is sensitive, intelligent and willing to please, although he is sometimes a bit stubborn. He can nip at heels in play. Some may bark a lot.",4,4,4,4,4,3,4,4,51,https://www.petfinder.com/dog-breeds/Collie
l,3,4,5,2,2,"Known as ""the world's fastest couch potato,"" the Greyhound is quiet, calm and extremely well-mannered indoors. They are good with other dogs, and with other pets if raised with them; outdoors, they tend to chase any small thing that moves. They are very sensitive and sometimes timid. Despite their independent nature, they are eager to please.",Greyhound,https://www.petfinder.com/images/breeds/dog/1290.jpg,"The Greyhound needs daily exercise, but he is a sprinter, not an endurance runner. His needs can thus be met with a chance to run, or by a longer walk on leash. He loves to run and chase outdoors, and can easily run into danger at great speed unless exercised in a safe area. He is not amenable to living outdoors. Greyhounds relish creature comforts and must have soft bedding and warmth. The coat is extremely easy to care for, needing only occasional brushing to remove dead hair.",3,4,4,4,3,3,4,4,76,https://www.petfinder.com/dog-breeds/Greyhound
l,6,6,4,4,4,"The golden retriever needs daily exercise and human interaction. Challenging obedience lessons, active games or retrieving sessions are all good ways to exercise the golden's mind and body. She is such a social dog that she is best when she shares her life with her family. The coat does not tend to mat but needs twice weekly brushing.",Golden Retriever,https://www.petfinder.com/images/breeds/dog/1740.jpg,"Everybody's friend, the golden retriever is known for her devoted and obedient nature as a family companion. She is an apt sporting retriever as well and yearns for a day in the field. Ignoring her active nature and powerful physique can lead to behavior problems, and she needs daily physical and mental exercise. She tends to be overly exuberant and boisterous, and her enthusiasm for everything often distracts her during training; however, she is eager to please and enjoys learning. The golden's achievements in competitive obedience are remarkable. She especially enjoys games that involve retrieving and loves to carry items in her mouth.",4,6,6,6,3,4,4,6,71,https://www.petfinder.com/dog-breeds/Golden-Retriever
l,6,6,5,3,5,"Labradors are active and sociable dogs. They need daily exercise, preferably in the form of retrieving and swimming. Labrador parents with swimming pools either must fence them out or be prepared to share the pool with dog. The Lab coat sheds water easily and needs weekly brushing to remove dead hair. Labs are much happier indoors with their family.",Labrador Retriever,https://www.petfinder.com/images/breeds/dog/1780.jpg,"Few breeds so richly deserve their popularity as the Labrador retriever. Devoted, obedient and amiable, the Lab is good with children, other dogs and other pets. He will be a calm house dog, playful yard dog and intense field dog, all on the same day. He is eager to please, enjoys learning and excels in obedience. He is a powerful breed that loves to swim and retrieve. He needs daily physical and mental challenges to keep him occupied, however; a bored Lab can get into trouble.",5,6,5,6,3,4,4,6,91,https://www.petfinder.com/dog-breeds/Labrador-Retriever
l,4,4,4,2,3,"The boxer needs daily mental and physical exertion. He likes to run, but his exercise needs can also be met with a good jog or a long walk on leash. He does not do well in hot weather and is generally unsuited to living outdoors. He does best when allowed to divide his time between a house and yard. Some snore. His coat needs only occasional brushing to remove dead hair.",Boxer,https://www.petfinder.com/images/breeds/dog/2370.jpg,"The boxer is playful, exuberant, inquisitive, attentive, demonstrative, devoted and outgoing; he is a perfect companion for an active family. He can be stubborn, but he is sensitive and responsive to commands. He is generally good with other household dogs and pets.",5,5,4,4,4,2,4,6,34,https://www.petfinder.com/dog-breeds/Boxer
l,4,4,5,3,5,"The Chesapeake Bay retriever is hardy enough to not only withstand, but also relish, repeated plunges into icy water. He loves to swim and retrieve. Despite an active life when outdoors, inside he tends to be calm. The Chessie tends to be independent, although eager to learn. He can be reserved with strangers and can be protective. This is the hardiest, most strong-willed and protective of the retriever breeds.",Chesapeake Bay Retriever,https://www.petfinder.com/images/breeds/dog/1640.jpg,"The Chessie is a large active dog that needs a daily chance to exercise. He enjoys a good walk or swim and more than anything, prefers to spend time with his family. The oily, wavy coat needs weekly brushing but is generally easily maintained. He seldom needs washing; in fact, it's hard to get a Chessie wet! Bathing destroys the coats oils and thus, its water resistance.",4,4,4,3,4,4,4,5,45,https://www.petfinder.com/dog-breeds/Chesapeake-Bay-Retriever
